"title","link","description","pubDate","releaseDate","guid","episodeType","episode","itunes_title","author","explicit","image","enclosure","duration","subtitle","summary","clean"
"781: Watching the Watchers","https://www.thisamericanlife.org/781/watching-the-watchers","","2022-09-30T10:54:12-04:00","2022-10-07T00:00:00-00:00","","Full","781","Watching the Watchers","This American Life","yes","","","","People taking it upon themselves to keep an eye on those in charge.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/781.mp3"
"780: Setting the Record Straight","https://www.thisamericanlife.org/780/setting-the-record-straight","","2022-09-21T13:11:57-04:00","2022-09-30T00:00:00-00:00","","Full","780","Setting the Record Straight","This American Life","yes","","","","Getting to the facts can be difficult, but it’s always the right thing to do. Except when it isn’t.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/780.mp3"
"779: Ends of the Earth","https://www.thisamericanlife.org/779/ends-of-the-earth","","2022-09-09T12:43:08-04:00","2022-09-16T00:00:00-00:00","","Full","779","Ends of the Earth","This American Life","yes","","","","An exploration of the very upper limits of what you do for someone you love.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/779.mp3"
"778: Me Minus Me","https://www.thisamericanlife.org/778/me-minus-me","","2022-08-18T12:08:23-04:00","2022-08-26T00:00:00-00:00","","Full","778","Me Minus Me","This American Life","yes","","","","When a fundamental part of yourself changes dramatically, are you still who you thought you were?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/778.mp3"
"777: Name. Age. Detail.","https://www.thisamericanlife.org/777/name-age-detail","","2022-08-04T11:53:21-04:00","2022-08-12T00:00:00-00:00","","Full","777","Name. Age. Detail.","This American Life","yes","","","","Ten people were killed at a grocery store in Buffalo, NY. Their stories, as you’ve never heard them.","",""
"776: I Work Better on Deadline","https://www.thisamericanlife.org/776/i-work-better-on-deadline","","2022-07-21T15:36:20-04:00","2022-07-29T00:00:00-00:00","","Full","776","I Work Better on Deadline","This American Life","yes","","","","Stories of people racing against time to solve a problem. Will they make it?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/776.mp3"
"775: The Possum Experiment","https://www.thisamericanlife.org/775/the-possum-experiment","","2022-06-24T09:32:56-04:00","2022-07-08T00:00:00-00:00","","Full","775","The Possum Experiment","This American Life","yes","","","","An investigation into a very basic question about people: Are most of us bad or good?","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/775.mp3"
"774: The Pink House at the Center of the World","https://www.thisamericanlife.org/774/the-pink-house-at-the-center-of-the-world","","2022-06-27T11:15:53-04:00","2022-07-01T00:00:00-00:00","","Full","774","The Pink House at the Center of the World","This American Life","yes","","","","Stories from the center of this moment of history, the day it happened.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/774.mp3"
"773: The Longest Distance Between Two Points","https://www.thisamericanlife.org/773/longest-distance","","2022-06-03T09:03:22-04:00","2022-06-17T00:00:00-00:00","","Full","773","The Longest Distance Between Two Points","This American Life","yes","","","","Getting from A to B via Z.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/773.mp3"
"772: The Kids' Table","https://www.thisamericanlife.org/772/the-kids-table","","2022-05-11T11:03:51-04:00","2022-06-03T00:00:00-00:00","","Full","772","The Kids' Table","This American Life","yes","","","","Kids navigating hairy situations all on their own, with no help from grown-ups.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/772.mp3"
"771: The Parents Step In","https://www.thisamericanlife.org/771/the-parents-step-in","","2022-05-26T12:38:39-04:00","2022-05-27T00:00:00-00:00","","Full","771","The Parents Step In","This American Life","yes","","","","The government isn’t doing much to prevent school shootings. So parents are jumping in — and getting results.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/771.mp3"
"770: My Lying Eyes","https://www.thisamericanlife.org/770/my-lying-eyes","","2022-04-27T13:22:08-04:00","2022-05-06T00:00:00-00:00","","Full","770","My Lying Eyes","This American Life","yes","","","","People staring squarely at the truth, and still finding it hard to believe what they’re seeing.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/770.mp3"
"769: The Reluctant Explorer","https://www.thisamericanlife.org/769/the-reluctant-explorer","","2022-04-19T13:03:35-04:00","2022-04-29T00:00:00-00:00","","Full","769","The Reluctant Explorer","This American Life","yes","","","","A man is thrust into a new world he didn’t ask to visit.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/769.mp3"
"768: The Other Front Lines","https://www.thisamericanlife.org/768/the-other-front-lines","","2022-04-14T10:28:51-04:00","2022-04-22T00:00:00-00:00","","Full","768","The Other Front Lines","This American Life","yes","","","","Four personal stories from the war in Ukraine.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/768.mp3"
"767: Do Not Go Gentle","https://www.thisamericanlife.org/767/do-not-go-gentle","","2022-03-31T11:10:33-04:00","2022-04-08T00:00:00-00:00","","Full","767","Do Not Go Gentle","This American Life","yes","","","","Stories of resistance from Hungary and Russia.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/767.mp3"
"766: Well Someone Had to Do SOMETHING!","https://www.thisamericanlife.org/766/well-someone-had-to-do-something","","2022-03-25T10:31:38-04:00","2022-04-01T00:00:00-00:00","","Full","766","Well Someone Had to Do SOMETHING!","This American Life","yes","","","","People trying to jump in and solve other people's problems.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/766.mp3"
"765: Off Course","https://www.thisamericanlife.org/765/off-course","","2022-03-11T10:02:05-05:00","2022-03-18T00:00:00-00:00","","Full","765","Off Course","This American Life","yes","","","","People who know the path their lives will take until, suddenly, they don’t.","",""
"764: School's Out Forever","https://www.thisamericanlife.org/764/schools-out-forever","","2022-03-03T15:47:22-05:00","2022-03-11T00:00:00-00:00","","Full","764","School's Out Forever","This American Life","yes","","","","The pandemic broke school. Can we ever go back?","",""
"763: The Other Mr. President","https://www.thisamericanlife.org/763/the-other-mr-president","","2022-02-25T10:56:27-05:00","2022-02-25T00:00:00-00:00","","Full","763","The Other Mr. President","This American Life","yes","","","","Stories about Vladimir Putin.","",""
"762: Apocalypse Creep","https://www.thisamericanlife.org/762/apocalypse-creep","","2022-02-04T10:47:11-05:00","2022-02-11T00:00:00-00:00","","Full","762","Apocalypse Creep","This American Life","yes","","","","Stories from places that are slowly coming apart.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/762.mp3"
"761: The Trojan Horse Affair","https://www.thisamericanlife.org/761/the-trojan-horse-affair","","2022-01-27T12:22:34-05:00","2022-02-04T00:00:00-00:00","","Full","761","The Trojan Horse Affair","This American Life","yes","","","","A mysterious letter shocked Britain. But who wrote it?","",""
"760: A City Walks Into an Investigation","https://www.thisamericanlife.org/760/a-city-walks-into-an-investigation","","2022-01-21T12:28:28-05:00","2022-01-28T00:00:00-00:00","","Full","760","A City Walks Into an Investigation","This American Life","yes","","","","Our story continues about the Michigan couple who walked into a police officer's house and made a disturbing discovery.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/760.mp3"
"759: A Couple Walks Into a House","https://www.thisamericanlife.org/759/a-couple-walks-into-a-house","","2022-01-13T10:22:38-05:00","2022-01-21T00:00:00-00:00","","Full","759","A Couple Walks Into a House","This American Life","yes","","","","An unsettling discovery in the home of a local police officer rocks an entire city.","",""
"758: Talking While Black","https://www.thisamericanlife.org/758/talking-while-black","","2021-12-10T10:19:19-05:00","2022-01-07T00:00:00-00:00","","Full","758","Talking While Black","This American Life","yes","","","","Stories about Black people who found themselves caught in the middle of the country's shift away from diversity, equity, and inclusion.","",""
"757: The Ghost in the Machine","https://www.thisamericanlife.org/757/the-ghost-in-the-machine","","2021-12-16T11:35:38-05:00","2021-12-31T00:00:00-00:00","","Full","757","The Ghost in the Machine","This American Life","yes","","","","People use machines to find people they lost.","",""
"756: But I Did Everything Right","https://www.thisamericanlife.org/756/but-i-did-everything-right","","2021-12-03T11:41:43-05:00","2021-12-10T00:00:00-00:00","","Full","756","But I Did Everything Right","This American Life","yes","","","","People earnestly doing what they're told, and absolutely not getting what they were promised.","",""
"755: The Convert","https://www.thisamericanlife.org/755/the-convert","","2021-12-02T15:27:12-05:00","2021-12-03T00:00:00-00:00","","Full","755","The Convert","This American Life","yes","","","","The story of an FBI undercover operation from 2006 that went terribly, and became the heart of a case heard at the Supreme Court.","",""
"754: Spark Bird","https://www.thisamericanlife.org/754/spark-bird","","2021-11-18T15:44:55-05:00","2021-11-26T00:00:00-00:00","","Full","754","Spark Bird","This American Life","yes","","","","Birds—the hearts they sway, the havoc they wreak, the lives they change.","",""
"753: What We’ve Got Here is Failure to Communicate","https://www.thisamericanlife.org/753/failure-to-communicate","","2021-10-29T10:19:47-04:00","2021-11-12T00:00:00-00:00","","Full","753","What We’ve Got Here is Failure to Communicate","This American Life","yes","","","","Getting the point across — or trying to, anyway.","",""
"752: An Invitation to Tea","https://www.thisamericanlife.org/752/an-invitation-to-tea","","2021-10-20T09:30:19-04:00","2021-10-29T00:00:00-00:00","","Full","752","An Invitation to Tea","This American Life","yes","","","","A man who was kept for 14 years in Guantanamo Bay gets out and issues an invitation to the people who kept him there.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/752.mp3"
"751: Audience of One","https://www.thisamericanlife.org/751/audience-of-one","","2021-10-16T08:25:46-04:00","2021-10-22T00:00:00-00:00","","Full","751","Audience of One","This American Life","yes","","","","We bring the movies to you.","",""
"750: The Ferryman","https://www.thisamericanlife.org/750/the-ferryman","","2021-10-07T09:23:14-04:00","2021-10-15T00:00:00-00:00","","Full","750","The Ferryman","This American Life","yes","","","","Getting from Point A to Point B—with expert assistance.","",""
"749: My Bad","https://www.thisamericanlife.org/749/my-bad","","2021-09-15T08:27:31-04:00","2021-10-01T00:00:00-00:00","","Full","749","My Bad","This American Life","yes","","","","An hour devoted to embarrassing stories.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/749.mp3"
"748: The End of the World as We Know It","https://www.thisamericanlife.org/748/the-end-of-the-world-as-we-know-it","","2021-09-08T14:14:05-04:00","2021-09-17T00:00:00-00:00","","Full","748","The End of the World as We Know It","This American Life","yes","","","","What happens when one family goes all in on fighting climate change.","","https://www.thisamericanlife.org/sites/default/files/audio/upload/clean/748.mp3"
